datetime,plant_id,inverter_id,string_id,daily_energy_yield_ac,daily_energy_yield_dc,string_energy_yield_dc,capacity_utilization_factor_ac,capacity_utilization_factor_dc,performance_ratio_ac,performance_ratio_dc,daily_specific_yield_ac,daily_specific_yield_dc,irradiance,temperature,wind_speed,fault_type
2024-07-08 05:15:07.770123,PLANT_001,INV_004,STR_004_03,52.96,61.95,8.42,44.13,51.62,36.56,42.85,0.8169957189177457,0.9557308409981176,2.97,24.9,3.3,soiling
2024-07-08 05:15:07.770123,PLANT_001,INV_004,STR_004_04,52.96,61.95,6.19,44.13,51.62,36.56,42.85,1.06,1.24,4.43,32.7,1.4,nan
2024-07-08 05:15:07.770123,PLANT_001,INV_004,STR_004_05,52.96,61.95,10.55,44.13,51.62,36.56,42.85,1.06,1.24,3.85,38.9,0.3,nan
2024-07-08 05:15:07.770123,PLANT_001,INV_004,STR_004_06,52.96,61.95,6.76,44.13,51.62,36.56,42.85,1.06,1.24,2.8,34.2,0.1,nan
2024-07-08 05:15:07.770123,PLANT_001,INV_004,STR_004_07,52.96,61.95,11.16,44.13,51.62,36.56,42.85,1.06,1.24,2.3,33.7,2.2,nan
2024-07-08 05:15:07.770123,PLANT_001,INV_004,STR_004_08,52.96,61.95,9.04,44.13,51.62,36.56,42.85,1.06,1.24,2.77,12.8,3.5,nan
2024-07-08 05:15:07.770123,PLANT_001,INV_005,STR_005_01,54.9,58.18,6.56,45.75,48.48,40.83,39.33,1.1,1.16,4.22,30.6,5.1,nan
2024-07-08 05:15:07.770123,PLANT_001,INV_005,STR_005_02,54.9,58.18,10.0,45.75,48.48,40.83,39.33,1.1,1.16,2.97,50.4,0.3,nan
2024-07-08 05:15:07.770123,PLANT_001,INV_005,STR_005_03,54.9,58.18,4.39,45.75,48.48,40.83,39.33,1.1,1.16,3.29,36.9,3.9,nan
2024-07-08 05:15:07.770123,PLANT_001,INV_005,STR_005_04,54.9,58.18,8.51,45.75,48.48,40.83,39.33,1.1,1.16,2.5,37.2,0.5,nan
2024-07-08 05:15:07.770123,PLANT_001,INV_005,STR_005_05,54.9,58.18,7.72,45.75,48.48,40.83,39.33,1.1,1.16,2.27,33.5,0.3,nan
2024-07-08 05:15:07.770123,PLANT_001,INV_005,STR_005_06,54.9,58.18,7.62,45.75,48.48,40.83,39.33,1.1,1.16,4.32,12.8,3.2,nan
2024-07-08 05:15:07.770123,PLANT_001,INV_005,STR_005_07,54.9,58.18,8.74,45.75,48.48,40.83,39.33,1.1,1.16,2.96,15.5,1.2,nan
2024-07-08 05:15:07.770123,PLANT_001,INV_005,STR_005_08,54.9,58.18,8.81,45.75,48.48,40.83,39.33,0.8739578331358147,0.921628260397768,4.79,37.7,3.2,soiling
2024-07-08 05:15:07.770123,PLANT_001,INV_006,STR_006_01,54.24,54.37,8.55,45.2,45.31,28.489746366433355,26.235010522344325,1.08,1.09,4.14,22.6,4.8,performance_degradation
2024-07-08 05:15:07.770123,PLANT_001,INV_006,STR_006_02,54.24,54.37,12.27,45.2,45.31,40.56,37.35,1.08,1.09,3.72,25.9,0.7,nan
2024-07-08 05:15:07.770123,PLANT_001,INV_006,STR_006_03,54.24,54.37,4.87,45.2,45.31,40.56,37.35,1.08,1.09,2.32,34.8,3.1,nan
2024-07-08 05:15:07.770123,PLANT_001,INV_006,STR_006_04,54.24,54.37,6.55,45.2,45.31,40.56,37.35,1.08,1.09,5.14,32.4,9.9,nan
2024-07-08 05:15:07.770123,PLANT_001,INV_006,STR_006_05,54.24,54.37,5.89,45.2,45.31,40.56,37.35,1.08,1.09,3.4,32.8,5.7,nan
2024-07-08 05:15:07.770123,PLANT_001,INV_006,STR_006_06,54.24,54.37,4.94,45.2,45.31,40.56,37.35,1.08,1.09,3.91,19.9,8.3,nan
2024-07-08 05:15:07.770123,PLANT_001,INV_006,STR_006_07,54.24,54.37,8.06,45.2,45.31,40.56,37.35,1.08,1.09,2.54,42.6,2.9,nan
2024-07-08 05:15:07.770123,PLANT_001,INV_006,STR_006_08,54.24,54.37,8.91,45.2,45.31,40.56,37.35,1.08,1.09,4.46,25.5,3.6,nan
2024-07-08 05:15:07.770123,PLANT_001,INV_007,STR_007_01,56.15,66.56,8.37,46.79,55.47,30.171383557683686,35.53809386512417,1.12,1.33,3.75,33.7,4.8,performance_degradation
2024-07-08 05:15:07.770123,PLANT_001,INV_007,STR_007_02,56.15,66.56,10.98,46.79,55.47,41.49,48.87,1.12,1.33,4.63,34.9,6.6,nan
2024-07-08 05:15:07.770123,PLANT_001,INV_007,STR_007_03,56.15,66.56,6.02,46.79,55.47,41.49,48.87,1.12,1.33,2.53,10.0,2.6,nan
2024-07-08 05:15:07.770123,PLANT_001,INV_007,STR_007_04,0.0,0.0,8.24,46.79,55.47,41.49,48.87,1.12,1.33,3.87,19.7,1.0,inverter_shutdown
2024-07-08 05:15:07.770123,PLANT_001,INV_007,STR_007_05,56.15,66.56,7.49,46.79,55.47,41.49,48.87,1.12,1.33,2.36,25.8,5.2,nan
2024-07-08 05:15:07.770123,PLANT_001,INV_007,STR_007_06,56.15,66.56,6.53,46.79,55.47,29.500224510694785,34.74755294860579,1.12,1.33,3.81,21.7,4.4,performance_degradation
2024-07-08 05:15:07.770123,PLANT_001,INV_007,STR_007_07,56.15,66.56,9.42,46.79,55.47,41.49,48.87,1.12,1.33,2.5,12.3,0.2,nan
2024-07-08 05:15:07.770123,PLANT_001,INV_007,STR_007_08,56.15,66.56,13.1,46.79,55.47,41.49,48.87,1.12,1.33,4.15,43.4,3.9,nan
2024-07-08 05:15:07.770123,PLANT_001,INV_008,STR_008_01,58.03,68.94,7.07,48.36,57.45,40.81,47.52,1.16,1.38,2.76,41.6,0.5,nan
2024-07-08 05:15:07.770123,PLANT_001,INV_008,STR_008_02,58.03,68.94,9.25,48.36,57.45,40.81,47.52,1.16,1.38,4.39,8.9,3.2,nan
2024-07-08 05:15:07.770123,PLANT_001,INV_008,STR_008_03,58.03,68.94,9.37,48.36,57.45,40.81,47.52,1.16,1.38,4.08,41.5,1.6,nan
2024-07-08 05:15:07.770123,PLANT_001,INV_008,STR_008_04,58.03,68.94,7.16,48.36,57.45,40.81,47.52,1.16,1.38,4.51,12.2,0.0,nan
2024-07-08 05:15:07.770123,PLANT_001,INV_008,STR_008_05,58.03,68.94,8.14,48.36,57.45,40.81,47.52,1.16,1.38,2.54,43.7,2.0,nan
2024-07-08 05:15:07.770123,PLANT_001,INV_008,STR_008_06,58.03,68.94,6.03,48.36,57.45,40.81,47.52,1.16,1.38,3.54,23.9,1.5,nan
2024-07-08 05:15:07.770123,PLANT_001,INV_008,STR_008_07,58.03,68.94,11.7,48.36,57.45,40.81,47.52,1.16,1.38,2.38,38.2,1.4,nan
2024-07-08 05:15:07.770123,PLANT_001,INV_008,STR_008_08,58.03,68.94,8.73,48.36,57.45,40.81,47.52,1.16,1.38,4.81,48.5,3.2,nan
2024-07-08 05:15:07.770123,PLANT_001,INV_009,STR_009_01,54.4,57.74,0.0,45.34,48.12,40.53,41.31,1.09,1.15,4.17,37.8,1.8,disconnected_string
2024-07-08 05:15:07.770123,PLANT_001,INV_009,STR_009_02,54.4,57.74,8.59,45.34,48.12,40.53,41.31,1.09,1.15,3.4,25.7,9.7,nan
2024-07-08 05:15:07.770123,PLANT_001,INV_009,STR_009_03,54.4,57.74,6.25,45.34,48.12,40.53,41.31,1.09,1.15,3.2,27.1,5.6,nan
2024-07-08 05:15:07.770123,PLANT_001,INV_009,STR_009_04,54.4,57.74,5.97,45.34,48.12,40.53,41.31,1.09,1.15,4.33,21.4,3.0,nan
2024-07-08 05:15:07.770123,PLANT_001,INV_009,STR_009_05,54.4,57.74,7.94,45.34,48.12,40.53,41.31,1.09,1.15,4.65,30.8,1.0,nan
2024-07-08 05:15:07.770123,PLANT_001,INV_009,STR_009_06,54.4,57.74,8.32,45.34,48.12,40.53,41.31,1.09,1.15,4.66,17.9,14.0,nan
2024-07-08 05:15:07.770123,PLANT_001,INV_009,STR_009_07,54.4,57.74,3.64,45.34,48.12,40.53,41.31,1.09,1.15,4.57,12.8,1.3,nan
2024-07-08 05:15:07.770123,PLANT_001,INV_009,STR_009_08,54.4,57.74,10.32,45.34,48.12,40.53,41.31,0.9056262299267785,0.9554772150603625,4.5,20.6,0.3,soiling
2024-07-08 05:15:07.770123,PLANT_001,INV_010,STR_010_01,38.414353000490095,60.64,7.04,51.93,50.53,43.57,44.95,1.25,1.21,5.09,18.9,9.0,grid_curtailment
2024-07-08 05:15:07.770123,PLANT_001,INV_010,STR_010_02,62.32,60.64,0.0,51.93,50.53,43.57,44.95,1.25,1.21,3.59,35.7,1.0,disconnected_string
2024-07-08 05:15:07.770123,PLANT_001,INV_010,STR_010_03,62.32,60.64,9.99,51.93,50.53,43.57,44.95,1.25,1.21,4.5,13.0,4.7,nan
2024-07-08 05:15:07.770123,PLANT_001,INV_010,STR_010_04,62.32,60.64,6.18,51.93,50.53,43.57,44.95,1.25,1.21,3.89,24.9,1.7,nan
2024-07-08 05:15:07.770123,PLANT_001,INV_010,STR_010_05,62.32,60.64,6.96,51.93,50.53,43.57,44.95,1.25,1.21,2.6,33.0,0.5,nan
2024-07-08 05:15:07.770123,PLANT_001,INV_010,STR_010_06,62.32,60.64,8.81,51.93,50.53,43.57,44.95,1.25,1.21,2.55,38.6,0.3,nan
2024-07-08 05:15:07.770123,PLANT_001,INV_010,STR_010_07,62.32,60.64,6.71,51.93,50.53,43.57,44.95,1.25,1.21,4.71,27.0,3.7,nan
2024-07-08 05:15:07.770123,PLANT_001,INV_010,STR_010_08,62.32,60.64,9.89,51.93,50.53,43.57,44.95,1.25,1.21,5.08,20.2,12.8,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_001,STR_001_01,67.06,69.39,8.64,55.88,57.82,49.77,48.71,1.34,1.39,2.26,15.0,1.9,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_001,STR_001_02,67.06,69.39,9.32,55.88,57.82,49.77,48.71,1.34,1.39,4.44,16.7,2.6,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_001,STR_001_03,67.06,69.39,8.46,55.88,57.82,49.77,48.71,0.9440003222648595,0.9792242148866825,3.07,29.0,6.1,soiling
2024-07-09 05:15:07.770123,PLANT_001,INV_001,STR_001_04,67.06,69.39,9.12,55.88,57.82,49.77,48.71,1.34,1.39,2.44,25.1,2.4,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_001,STR_001_05,67.06,69.39,8.72,55.88,57.82,49.77,48.71,1.34,1.39,4.09,30.0,3.6,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_001,STR_001_06,67.06,69.39,12.98,55.88,57.82,49.77,48.71,1.34,1.39,3.96,17.3,6.9,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_001,STR_001_07,67.06,69.39,13.05,55.88,57.82,49.77,48.71,1.34,1.39,3.05,16.9,0.6,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_001,STR_001_08,67.06,69.39,4.43,55.88,57.82,49.77,48.71,1.34,1.39,3.96,19.7,0.2,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_002,STR_002_01,74.65,73.65,7.41,62.21,61.37,54.83,51.0,1.49,1.47,4.93,29.9,5.2,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_002,STR_002_02,74.65,73.65,6.57,62.21,61.37,54.83,51.0,1.49,1.47,4.99,43.3,6.0,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_002,STR_002_03,74.65,73.65,11.56,62.21,61.37,54.83,51.0,1.49,1.47,5.15,20.3,0.5,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_002,STR_002_04,74.65,73.65,5.78,62.21,61.37,54.83,51.0,1.49,1.47,5.1,38.5,5.5,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_002,STR_002_05,74.65,73.65,8.98,62.21,61.37,54.83,51.0,1.49,1.47,3.46,37.4,1.0,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_002,STR_002_06,74.65,73.65,9.22,62.21,61.37,54.83,51.0,1.49,1.47,4.51,25.5,8.7,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_002,STR_002_07,74.65,73.65,8.31,62.21,61.37,54.83,51.0,1.49,1.47,3.56,31.2,0.4,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_002,STR_002_08,74.65,73.65,9.45,62.21,61.37,54.83,51.0,1.49,1.47,2.9,30.1,3.3,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_003,STR_003_01,62.68,71.15,11.25,52.24,59.29,45.82,50.52,1.25,1.42,3.86,25.7,2.5,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_003,STR_003_02,62.68,71.15,8.4,52.24,59.29,45.82,50.52,1.25,1.42,2.62,34.7,0.1,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_003,STR_003_03,62.68,71.15,10.18,52.24,59.29,45.82,50.52,0.9032678770660675,1.0261123083470527,4.31,38.7,0.7,soiling
2024-07-09 05:15:07.770123,PLANT_001,INV_003,STR_003_04,62.68,71.15,11.01,52.24,59.29,45.82,50.52,1.25,1.42,3.39,7.4,1.7,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_003,STR_003_05,62.68,71.15,8.36,52.24,59.29,45.82,50.52,1.25,1.42,3.75,32.2,4.6,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_003,STR_003_06,62.68,71.15,12.15,52.24,59.29,45.82,50.52,1.25,1.42,4.78,11.2,9.0,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_003,STR_003_07,62.68,71.15,5.49,52.24,59.29,45.82,50.52,0.9952114811692275,1.1305602426082424,3.59,24.4,11.7,soiling
2024-07-09 05:15:07.770123,PLANT_001,INV_003,STR_003_08,62.68,71.15,4.76,52.24,59.29,45.82,50.52,1.25,1.42,4.1,24.1,0.8,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_004,STR_004_01,58.03,67.6,8.32,48.35,56.33,40.36,46.09,1.16,1.35,4.21,34.6,0.6,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_004,STR_004_02,58.03,67.6,7.39,48.35,56.33,40.36,46.09,1.16,1.35,2.75,17.1,0.3,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_004,STR_004_03,58.03,67.6,8.24,48.35,56.33,40.36,46.09,1.16,1.35,2.84,14.6,1.4,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_004,STR_004_04,58.03,67.6,12.38,48.35,56.33,27.913014575335367,31.87588805196252,1.16,1.35,2.34,25.4,4.8,performance_degradation
2024-07-09 05:15:07.770123,PLANT_001,INV_004,STR_004_05,58.03,67.6,7.05,48.35,56.33,40.36,46.09,1.16,1.35,4.82,27.1,7.6,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_004,STR_004_06,58.03,67.6,0.0,48.35,56.33,40.36,46.09,1.16,1.35,4.62,22.8,4.1,disconnected_string
2024-07-09 05:15:07.770123,PLANT_001,INV_004,STR_004_07,58.03,67.6,0.0,48.35,56.33,40.36,46.09,1.16,1.35,3.32,19.2,2.0,disconnected_string
2024-07-09 05:15:07.770123,PLANT_001,INV_004,STR_004_08,58.03,67.6,5.42,48.35,56.33,28.433717339986625,32.470516159563516,1.16,1.35,3.6,38.7,4.1,performance_degradation
2024-07-09 05:15:07.770123,PLANT_001,INV_005,STR_005_01,61.85,68.38,8.29,51.54,56.98,43.98,48.5,1.24,1.37,3.81,15.4,0.8,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_005,STR_005_02,61.85,68.38,7.03,51.54,56.98,43.98,48.5,1.24,1.37,2.28,10.8,1.2,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_005,STR_005_03,61.85,68.38,7.25,51.54,56.98,43.98,48.5,1.24,1.37,2.58,14.2,6.6,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_005,STR_005_04,61.85,68.38,11.92,51.54,56.98,43.98,48.5,0.9860723145720582,1.0894508636804192,4.57,33.8,2.1,soiling
2024-07-09 05:15:07.770123,PLANT_001,INV_005,STR_005_05,61.85,68.38,8.7,51.54,56.98,43.98,48.5,1.24,1.37,3.97,16.4,4.1,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_005,STR_005_06,61.85,68.38,6.47,51.54,56.98,43.98,48.5,0.9044063814104301,0.9992231794615236,3.07,23.1,1.4,soiling
2024-07-09 05:15:07.770123,PLANT_001,INV_005,STR_005_07,61.85,68.38,10.4,51.54,56.98,43.98,48.5,1.24,1.37,3.28,44.1,12.9,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_005,STR_005_08,61.85,68.38,5.75,51.54,56.98,43.98,48.5,1.24,1.37,2.53,30.6,0.5,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_006,STR_006_01,59.42,63.97,8.09,49.52,53.31,44.05,43.57,1.19,1.28,3.44,16.7,12.1,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_006,STR_006_02,59.42,63.97,7.52,49.52,53.31,44.05,43.57,1.19,1.28,5.1,15.9,6.0,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_006,STR_006_03,59.42,63.97,0.0,49.52,53.31,44.05,43.57,1.19,1.28,2.73,32.6,3.3,disconnected_string
2024-07-09 05:15:07.770123,PLANT_001,INV_006,STR_006_04,59.42,63.97,8.2,49.52,53.31,44.05,43.57,1.19,1.28,3.92,32.5,1.0,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_006,STR_006_05,59.42,63.97,6.67,49.52,53.31,44.05,43.57,1.19,1.28,3.19,30.7,1.7,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_006,STR_006_06,59.42,63.97,4.74,49.52,53.31,44.05,43.57,1.19,1.28,2.57,25.5,2.8,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_006,STR_006_07,33.94632912472147,63.97,9.27,49.52,53.31,44.05,43.57,1.19,1.28,2.68,8.4,2.0,grid_curtailment
2024-07-09 05:15:07.770123,PLANT_001,INV_006,STR_006_08,59.42,63.97,6.69,49.52,53.31,35.08866585341014,34.70631489745925,1.19,1.28,3.22,25.5,0.4,performance_degradation
2024-07-09 05:15:07.770123,PLANT_001,INV_007,STR_007_01,61.3,70.71,9.9,51.08,58.93,44.35,48.64,1.23,1.41,3.62,39.4,1.6,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_007,STR_007_02,61.3,70.71,9.99,51.08,58.93,44.35,48.64,1.23,1.41,4.69,23.0,10.1,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_007,STR_007_03,61.3,70.71,9.58,51.08,58.93,34.579354607627764,37.924234681285554,1.23,1.41,5.01,19.0,0.6,performance_degradation
2024-07-09 05:15:07.770123,PLANT_001,INV_007,STR_007_04,61.3,70.71,9.01,51.08,58.93,44.35,48.64,1.23,1.41,3.93,23.4,5.5,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_007,STR_007_05,61.3,70.71,9.51,51.08,58.93,44.35,48.64,1.23,1.41,2.82,20.9,0.5,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_007,STR_007_06,61.3,70.71,9.63,51.08,58.93,44.35,48.64,1.23,1.41,4.2,20.8,2.2,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_007,STR_007_07,61.3,70.71,10.58,51.08,58.93,44.35,48.64,1.23,1.41,3.39,21.7,5.1,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_007,STR_007_08,61.3,70.71,4.76,51.08,58.93,27.723856345312644,30.4056002849156,1.23,1.41,3.6,14.9,1.1,performance_degradation
2024-07-09 05:15:07.770123,PLANT_001,INV_008,STR_008_01,65.51,72.02,9.47,54.59,60.01,46.64,50.31,1.31,1.44,2.57,32.7,8.4,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_008,STR_008_02,65.51,72.02,6.04,54.59,60.01,46.64,50.31,1.31,1.44,2.64,36.4,4.7,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_008,STR_008_03,65.51,72.02,10.27,54.59,60.01,31.77126964745843,34.271281645875504,1.31,1.44,4.88,47.7,4.7,performance_degradation
2024-07-09 05:15:07.770123,PLANT_001,INV_008,STR_008_04,65.51,72.02,8.08,54.59,60.01,46.64,50.31,1.31,1.44,2.96,16.5,4.1,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_008,STR_008_05,65.51,72.02,9.15,54.59,60.01,46.64,50.31,1.31,1.44,4.49,20.2,6.3,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_008,STR_008_06,65.51,72.02,11.08,54.59,60.01,46.64,50.31,1.31,1.44,2.55,19.9,5.6,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_008,STR_008_07,65.51,72.02,8.46,54.59,60.01,46.64,50.31,1.31,1.44,4.59,15.2,0.5,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_008,STR_008_08,41.869209006930134,72.02,10.52,54.59,60.01,46.64,50.31,1.31,1.44,4.36,15.8,3.1,grid_curtailment
2024-07-09 05:15:07.770123,PLANT_001,INV_009,STR_009_01,62.2,66.14,4.71,51.83,55.12,46.17,45.1,1.24,1.32,3.6,40.0,8.8,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_009,STR_009_02,62.2,66.14,8.83,51.83,55.12,46.17,45.1,1.24,1.32,3.73,13.7,2.8,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_009,STR_009_03,62.2,66.14,8.49,51.83,55.12,46.17,45.1,1.24,1.32,4.29,32.3,7.7,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_009,STR_009_04,62.2,66.14,6.69,51.83,55.12,46.17,45.1,1.24,1.32,3.93,29.7,2.8,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_009,STR_009_05,0.0,0.0,11.45,51.83,55.12,46.17,45.1,1.24,1.32,5.0,19.9,7.8,inverter_shutdown
2024-07-09 05:15:07.770123,PLANT_001,INV_009,STR_009_06,62.2,66.14,6.29,51.83,55.12,46.17,45.1,1.24,1.32,5.15,23.7,5.5,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_009,STR_009_07,62.2,66.14,8.38,51.83,55.12,46.17,45.1,1.24,1.32,3.98,35.9,1.5,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_009,STR_009_08,62.2,66.14,7.95,51.83,55.12,46.17,45.1,1.24,1.32,4.61,20.7,0.0,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_010,STR_010_01,63.43,71.65,8.29,52.86,59.71,44.12,49.84,1.27,1.43,2.89,41.7,1.8,nan
2024-07-09 05:15:07.770123,PLANT_001,INV_010,STR_010_02,0.0,0.0,8.47,52.86,59.71,44.12,49.84,1.27,1.43,3.7,22.3,1.6,inverter_shutdown
2024-07-09 05:15:07.770123,PLANT_001,INV_010,STR_010_03,63.43,71.65,8.49,52.86,59.71,44.12,49.84,1.27,1.43,3.95,32.0,3.0,nan
